Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence
IMG_740,General Incident,no-fire,1 no-fire,raat 4; pe fa!; fs al,0.93
IMG_741,General Incident,no-fire,1 no-fire,"etd pe a; 7 ,; Pred",0.92
IMG_742,General Incident,no-fire,1 no-fire,+ aie,0.85
IMG_743,General Incident,no-fire,1 no-fire,ca ©; Tt a,0.92
IMG_744,General Incident,no-fire,1 no-fire,etch d,0.87
IMG_745,General Incident,no-fire,1 no-fire,“wl; Tay; fF mee,0.91
IMG_746,General Incident,no-fire,1 no-fire,a ik; a Ficlerale; eas,0.89
IMG_747,General Incident,no-fire,1 no-fire,‘iat ;; aig at,0.92
IMG_748,General Incident,no-fire,1 no-fire,“ala; nile; t Pi,0.9
IMG_749,General Incident,no-fire,1 no-fire,2 adi.; fie,0.9
IMG_750,General Incident,no-fire,1 no-fire,ted; fez; os FE,0.91
IMG_751,General Incident,no-fire,1 no-fire,err; Palit =); rieeea,0.93
IMG_752,General Incident,no-fire,1 no-fire,ag?; ilies; a Nae,0.92
IMG_753,General Incident,no-fire,1 no-fire,be); ‘Ea; ta 2,0.91
IMG_754,General Incident,no-fire,1 no-fire,had; ‘Te_,0.89
IMG_755,General Incident,no-fire,1 no-fire,Tie; ads; Sra,0.91
IMG_756,General Incident,no-fire,1 no-fire,Fos; Dee; raaeile,0.9
IMG_757,General Incident,no-fire,1 no-fire,ii); Paina; Liat as,0.88
IMG_758,General Incident,no-fire,1 no-fire,ie.; ot I; tal,0.88
IMG_759,General Incident,no-fire,1 no-fire,ip fale. 2; Ris; Pie,0.88
IMG_760,General Incident,no-fire,1 no-fire,Lara; aa |; ‘al,0.85
IMG_761,General Incident,no-fire,1 no-fire,oll; me.; aed 2,0.85
IMG_762,General Incident,no-fire,1 no-fire,"a a; eis; i a .""",0.9
IMG_763,General Incident,no-fire,1 no-fire,Re L,0.91
IMG_764,General Incident,no-fire,1 no-fire,“heat; Bama 48; ‘14,0.91
IMG_765,General Incident,no-fire,1 no-fire,Ege 2.; Nisa.»; Pe),0.91
IMG_766,General Incident,no-fire,1 no-fire,Prt; bia; Ls st |,0.89
IMG_767,General Incident,no-fire,1 no-fire,arty; ies; it |,0.89
IMG_768,General Incident,no-fire,1 no-fire,ae); Tee,0.92
IMG_769,General Incident,no-fire,1 no-fire,ema |,0.88
IMG_770,General Incident,no-fire,1 no-fire,None,0.89
IMG_771,General Incident,no-fire,1 no-fire,“1;; —— a; ce),0.9
IMG_772,General Incident,no-fire,1 no-fire,"Se ale; =a).,-|",0.88
IMG_773,General Incident,no-fire,1 no-fire,bee; Pat; eo ee,0.9
IMG_774,General Incident,no-fire,1 no-fire,SS 3 —; aes; Reape,0.9
IMG_775,General Incident,no-fire,1 no-fire,None,0.91
IMG_776,General Incident,no-fire,1 no-fire,wit,0.87
IMG_777,General Incident,no-fire,1 no-fire,‘Ld,0.91
IMG_778,General Incident,no-fire,1 no-fire,None,0.88
IMG_779,General Incident,no-fire,1 no-fire,Dee ed; oad; oar,0.9
IMG_780,General Incident,no-fire,1 no-fire,_—F,0.84
IMG_781,General Incident,no-fire,1 no-fire,None,0.91
IMG_782,General Incident,no-fire,1 no-fire,None,0.87
IMG_783,General Incident,no-fire,1 no-fire,None,0.92
IMG_784,General Incident,no-fire,1 no-fire,lai; hoy; a i,0.91
IMG_785,General Incident,no-fire,1 no-fire,ver; chil,0.92
IMG_786,General Incident,no-fire,1 no-fire,None,0.94
IMG_787,General Incident,no-fire,1 no-fire,neon ly,0.9
IMG_788,General Incident,no-fire,1 no-fire,oie,0.85
IMG_789,General Incident,no-fire,1 no-fire,None,0.88
IMG_790,General Incident,no-fire,1 no-fire,None,0.92
IMG_791,General Incident,no-fire,1 no-fire,None,0.9
IMG_792,General Incident,no-fire,1 no-fire,None,0.89
IMG_793,General Incident,no-fire,1 no-fire,"r,s",0.93
IMG_794,General Incident,no-fire,1 no-fire,None,0.9
IMG_795,General Incident,no-fire,1 no-fire,None,0.93
IMG_796,General Incident,no-fire,1 no-fire,None,0.93
IMG_797,General Incident,no-fire,1 no-fire,case,0.89
IMG_798,General Incident,no-fire,1 no-fire,None,0.9
IMG_799,General Incident,no-fire,1 no-fire,None,0.91
IMG_800,General Incident,no-fire,1 no-fire,None,0.9
IMG_801,General Incident,no-fire,1 no-fire,None,0.88
IMG_802,General Incident,no-fire,1 no-fire,None,0.88
IMG_803,General Incident,no-fire,1 no-fire,None,0.91
IMG_804,General Incident,no-fire,1 no-fire,| i},0.92
IMG_805,General Incident,no-fire,1 no-fire,ani; _ 4,0.9
IMG_806,General Incident,no-fire,1 no-fire,None,0.9
IMG_807,General Incident,no-fire,1 no-fire,None,0.86
IMG_808,General Incident,no-fire,1 no-fire,rns,0.88
IMG_809,General Incident,no-fire,1 no-fire,None,0.89
IMG_810,General Incident,no-fire,1 no-fire,a AO,0.88
IMG_811,General Incident,no-fire,1 no-fire,None,0.89
IMG_812,General Incident,no-fire,1 no-fire,None,0.91
IMG_813,General Incident,no-fire,1 no-fire,ans,0.9
IMG_814,General Incident,no-fire,1 no-fire,Sea,0.86
IMG_815,General Incident,no-fire,1 no-fire,lel,0.91
IMG_816,General Incident,no-fire,1 no-fire,a” 7),0.88
IMG_817,General Incident,no-fire,1 no-fire,} a; wee; i+.,0.89
IMG_818,General Incident,no-fire,1 no-fire,None,0.9
IMG_819,Fire Scene,smoke,1 smoke plume,(ate,0.64
IMG_820,Fire Scene,smoke,1 smoke plume,ihe; bt |; ig!,0.79
IMG_821,Fire Scene,smoke,1 smoke plume,A 10:39; a |; Fae,0.92
IMG_822,General Incident,None,None,FAA 16:39; a a; aa),0.0
IMG_823,General Incident,None,None,FAA 16:39; a a; aa),0.0
IMG_824,General Incident,None,None,v1 b; a a,0.0
IMG_825,Fire Scene,smoke,1 smoke plume,2o1y-; 20 eq— 15:56:47; rR aed),0.84
IMG_826,Fire Scene,smoke,1 smoke plume,Fas) ie; -20 @AH— 15:56:47; wr},0.81
IMG_827,Fire Scene,smoke,1 smoke plume,Fas) Wie; <0 AA— 15:56:48; Or},0.62
IMG_828,Fire Scene,smoke,1 smoke plume,Fas) Wie; =20; A— 15:56:48,0.75
IMG_829,Fire Scene,smoke,1 smoke plume,Fas) Wie; -20 @AA— 15:56:48; eh get P|,0.46
IMG_830,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 Feq— 15:56:48; aed Py,0.52
IMG_831,Fire Scene,smoke,1 smoke plume,Fas) Wie; 28 Feq— 15:56:49; aur],0.78
IMG_832,Fire Scene,smoke,1 smoke plume,Fas) Wie; -20 Aq— 15:56:49; get ysl,0.85
IMG_833,Fire Scene,smoke,1 smoke plume,Fas) Wie; <2) eq— 15:57:00; EB Sid a,0.85
IMG_834,Fire Scene,smoke,1 smoke plume,Memes 20 Se Ai— 15:57:00; ets; P= bli eee eal,0.8
IMG_835,Fire Scene,smoke,1 smoke plume,in «; Ppt; foo,0.86
IMG_836,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 Feq— 15:57:00; Fe Si ied a,0.81
IMG_837,Fire Scene,smoke,1 smoke plume,Fas) Wie; —20 BEA 15:57:01; bay,0.92
IMG_838,Fire Scene,smoke,1 smoke plume,Fas) ie; <20 eq— 15:57:01; wr},0.88
IMG_839,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 eq— 15:57:01; ois,0.94
IMG_840,Fire Scene,smoke,1 smoke plume,2o1y-; 20 Eeq— 15:56:27; Fae Pye,0.89
IMG_841,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 eq— 15:57:02; P= be ieee Re,0.78
IMG_842,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 eq— 15:57:02; Et.,0.9
IMG_843,Fire Scene,smoke,1 smoke plume,2o1y-; 20 eq— 15:57:02; PB eee ie,0.71
IMG_844,Fire Scene,smoke,1 smoke plume,2o1y-; <2 eq— 15:57:02; ae ey,0.82
IMG_845,Fire Scene,smoke,1 smoke plume,2o1y-; 20 Eeq— 15:57:03; et.,0.8
IMG_846,Fire Scene,fire,1 fire region,None,0.85
IMG_847,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_848,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_849,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_850,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_851,Fire Scene,smoke,1 smoke plume,None,0.77
IMG_852,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_853,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_854,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_855,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_856,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_857,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_858,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_859,Fire Scene,smoke,1 smoke plume,None,0.81
IMG_860,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_861,Fire Scene,smoke,1 smoke plume,~~ = a+,0.88
IMG_862,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_863,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_864,Fire Scene,smoke,1 smoke plume,We.,0.9
IMG_865,Fire Scene,smoke,1 smoke plume,i f,0.86
IMG_866,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_867,Fire Scene,smoke,1 smoke plume,None,0.77
IMG_868,Fire Scene,smoke,1 smoke plume,“ i,0.85
IMG_869,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_870,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_871,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_872,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_873,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_874,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_875,Fire Scene,smoke,1 smoke plume,ial,0.84
IMG_876,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_877,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_878,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_879,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_880,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_881,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_882,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_883,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_884,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_885,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_886,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_887,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_888,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_889,Fire Scene,smoke,1 smoke plume,None,0.8
IMG_890,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_891,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_892,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_893,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_894,Fire Scene,smoke,1 smoke plume,None,0.71
IMG_895,Fire Scene,smoke,1 smoke plume,None,0.78
IMG_896,General Incident,None,None,None,0.0
IMG_897,General Incident,None,None,None,0.0
IMG_898,Fire Scene,smoke,1 smoke plume,None,0.77
IMG_899,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_900,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_901,Fire Scene,smoke,1 smoke plume,eesti; phe; oid,0.89
IMG_902,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_903,Fire Scene,smoke,1 smoke plume,None,0.68
IMG_904,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_905,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_906,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_907,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_908,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_909,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_910,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_911,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_912,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_913,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_914,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_915,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_916,Fire Scene,smoke,1 smoke plume,None,0.82
IMG_917,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_918,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_919,Fire Scene,smoke,1 smoke plume,None,0.8
IMG_920,Fire Scene,smoke,1 smoke plume,None,0.8
IMG_921,Fire Scene,smoke,1 smoke plume,None,0.8
IMG_922,Fire Scene,smoke,1 smoke plume,ory,0.88
IMG_923,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_924,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_925,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_926,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_927,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_928,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_929,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_930,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_931,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_932,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_933,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_934,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_935,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_936,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_937,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_938,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_939,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_940,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_941,Fire Scene,smoke,1 smoke plume,aig,0.89
IMG_942,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_943,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_944,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_945,Fire Scene,smoke,1 smoke plume,None,0.75
IMG_946,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_947,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_948,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_949,Fire Scene,smoke,1 smoke plume,None,0.81
IMG_950,Fire Scene,smoke,1 smoke plume,None,0.8
IMG_951,Fire Scene,smoke,1 smoke plume,be |,0.9
IMG_952,Fire Scene,smoke,1 smoke plume,— a,0.91
IMG_953,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_954,Fire Scene,smoke,1 smoke plume,esi,0.9
IMG_955,Fire Scene,smoke,1 smoke plume,Beet; reer,0.9
IMG_956,Fire Scene,smoke,1 smoke plume,ss ell,0.89
IMG_957,General Incident,None,None,None,0.0
IMG_958,Fire Scene,smoke,1 smoke plume,~ a; toa; ’ Sn,0.86
IMG_959,Fire Scene,smoke,1 smoke plume,po.; eae on”; A ee,0.88
IMG_960,Fire Scene,smoke,1 smoke plume,ee |; Lae; ee.,0.89
IMG_961,Fire Scene,smoke,1 smoke plume,C7?,0.89
IMG_962,Fire Scene,smoke,1 smoke plume,ae ail,0.87
IMG_963,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_964,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_965,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_966,Fire Scene,smoke,1 smoke plume,| eT; “9.; ‘om A,0.88
IMG_967,Fire Scene,smoke,1 smoke plume,>. si ); ris,0.84
IMG_968,Fire Scene,smoke,1 smoke plume,"oe,",0.87
IMG_969,Fire Scene,smoke,1 smoke plume,Pane,0.87
IMG_970,Fire Scene,smoke,1 smoke plume,None,0.56
IMG_971,Fire Scene,smoke,1 smoke plume,ete | ae,0.88
IMG_972,Fire Scene,smoke,1 smoke plume,2 ©,0.91
IMG_973,Fire Scene,smoke,1 smoke plume,wes; Soria; 14 ie,0.73
IMG_974,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_975,Fire Scene,smoke,1 smoke plume,"Lae,; bon",0.89
IMG_976,Fire Scene,smoke,1 smoke plume,ict; eae,0.86
IMG_977,Fire Scene,smoke,1 smoke plume,vie,0.89
IMG_978,Fire Scene,smoke,1 smoke plume,chee en,0.82
IMG_979,Fire Scene,fire,1 fire region,Ce aed; a ee,0.89
IMG_980,Fire Scene,smoke,1 smoke plume,a Re,0.9
IMG_981,Fire Scene,smoke,1 smoke plume,"Fs,",0.84
IMG_982,Fire Scene,smoke,1 smoke plume,None,0.78
IMG_983,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_984,Fire Scene,smoke,1 smoke plume,com,0.9
IMG_985,Fire Scene,smoke,1 smoke plume,Dad; aren; ae a,0.85
IMG_986,Fire Scene,smoke,1 smoke plume,"No,",0.91
IMG_987,General Incident,None,None,None,0.0
IMG_988,Fire Scene,smoke,1 smoke plume,J .; P the,0.78
IMG_989,Fire Scene,smoke,1 smoke plume,113%; & ry; ‘ij,0.84
IMG_990,Fire Scene,smoke,1 smoke plume,t/44]; Chl,0.9
IMG_991,Fire Scene,smoke,1 smoke plume,Per; PENG; tee.,0.89
IMG_992,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_993,Fire Scene,smoke,1 smoke plume,None,0.81
IMG_994,Fire Scene,smoke,1 smoke plume,ana; Re at; res,0.9
IMG_995,Fire Scene,smoke,1 smoke plume,| ae; an),0.87
IMG_996,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_997,Fire Scene,smoke,1 smoke plume,OS it pe,0.85
IMG_998,Fire Scene,smoke,1 smoke plume,None,0.81
IMG_999,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_1000,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_1001,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_1002,Fire Scene,smoke,1 smoke plume,"nar,",0.89
IMG_1003,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_1004,Fire Scene,smoke,1 smoke plume,"ste,",0.92
IMG_1005,Fire Scene,smoke,1 smoke plume,"es,",0.92
IMG_1006,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_1007,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_1008,Fire Scene,smoke,1 smoke plume,ted; niin,0.89
IMG_1009,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_1010,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_1011,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_1012,Fire Scene,smoke,1 smoke plume,OTS; nig; i ee,0.77
IMG_1013,Fire Scene,smoke,1 smoke plume,ef Sey. 7552255; Woe; t.#,0.84
IMG_1014,Fire Scene,smoke,1 smoke plume,BP Sey 07:52:55; ie E,0.89
IMG_1015,Fire Scene,smoke,1 smoke plume,/ Sa i; Pls),0.9
IMG_1016,Fire Scene,smoke,1 smoke plume,"+) ie; Py 97:52:55; 4%,",0.79
IMG_1017,Fire Scene,smoke,1 smoke plume,03-19-2017; bere; Re te,0.85
IMG_1018,Fire Scene,smoke,1 smoke plume,03-19-2017; BA tg a721; 4 Fon CaS,0.84
IMG_1019,Fire Scene,smoke,1 smoke plume,03-19-2017; H 16; t ta *.,0.78
IMG_1020,Fire Scene,smoke,1 smoke plume,* dil; 03-19-2017; H 10:97:22,0.81
IMG_1021,Fire Scene,smoke,1 smoke plume,63-19-2017; A 16:30:22; =i),0.83
IMG_1022,Fire Scene,smoke,1 smoke plume,63-19-201; A 10:32:22; * eh t,0.84
IMG_1023,Fire Scene,smoke,1 smoke plume,ons,0.92
IMG_1024,Fire Scene,smoke,1 smoke plume,Pare; i 10:97:22; gat,0.69
IMG_1025,Fire Scene,smoke,1 smoke plume,Kio bea; B ia23; ® gal,0.93
IMG_1026,Fire Scene,smoke,1 smoke plume,iki e ea; A 10:97:29; Tig,0.82
IMG_1027,Fire Scene,smoke,1 smoke plume,63-19-2017; BH te 3a7:27; ret,0.87
IMG_1028,Fire Scene,smoke,1 smoke plume,63-19-2017; HL 10:37:29; roo,0.79
IMG_1029,Fire Scene,smoke,1 smoke plume,63-19-2017; A to:3r24; i ag,0.91
IMG_1030,Fire Scene,smoke,1 smoke plume,ko ew Uy; H 10:37:04; a) a,0.82
IMG_1031,Fire Scene,smoke,1 smoke plume,63-19-2017; A 16:90:24; ts a ie,0.84
IMG_1032,Fire Scene,smoke,1 smoke plume,A 16:39:30; aa y; ri oF,0.84
IMG_1033,Fire Scene,smoke,1 smoke plume,FAA 16:39:30; ny y; i #,0.92
IMG_1034,Fire Scene,smoke,1 smoke plume,FAA 10:39:30; ay y; Via,0.9
IMG_1035,Fire Scene,smoke,1 smoke plume,FAA 10:39:30; ay y; Via,0.89
IMG_1036,Fire Scene,smoke,1 smoke plume,16:3? 52; rar; 1 ea Ee,0.81
IMG_1037,Fire Scene,smoke,1 smoke plume,FAA 10:39:30; ay y; Pci,0.93
IMG_1038,Fire Scene,smoke,1 smoke plume,FAA 10:39:30; ay y; Pci,0.92
IMG_1039,Fire Scene,smoke,1 smoke plume,"+e,; Ss |; =I |",0.89
IMG_1040,Fire Scene,smoke,1 smoke plume,16:35:30; * oF; : a,0.8
IMG_1041,General Incident,None,None,16:39:31; ay y; ae |,0.0
IMG_1042,Fire Scene,smoke,1 smoke plume,A 10:39:31; nA y; ‘ea,0.92
IMG_1043,General Incident,None,None,16:39:31; Fae; Rar,0.0
IMG_1044,Fire Scene,smoke,1 smoke plume,FAA 16:39; Pet; nat,0.78
IMG_1045,Fire Scene,smoke,1 smoke plume,16:39:31; Pol 3; ray,0.86
IMG_1046,Fire Scene,smoke,1 smoke plume,2017-83-28; — 16:27:36; Pid,0.87
IMG_1047,Fire Scene,smoke,1 smoke plume,ei?; 1b 28; ul!,0.89
IMG_1048,Fire Scene,smoke,1 smoke plume,2017-05-20:; lb: 28; Wed,0.87
IMG_1049,Fire Scene,smoke,1 smoke plume,ent?; — 46:28:41 |; Lae fs,0.92
IMG_1050,Fire Scene,smoke,1 smoke plume,"B5-20- EAA 1b:29:q, |; i if; thy",0.92
IMG_1051,Fire Scene,smoke,1 smoke plume,"e083; A 16 29:q, |; i if",0.84
IMG_1052,Fire Scene,smoke,1 smoke plume,2017-03-20 =; — 1b:é?:3?; eae an,0.87
IMG_1053,Fire Scene,smoke,1 smoke plume,2017-83-20; — 1:27:33?; fai == a,0.89
IMG_1054,Fire Scene,smoke,1 smoke plume,2017-03-20 ZAA— 16:27:37; id sh; 5: eae a,0.87
IMG_1055,Fire Scene,smoke,1 smoke plume,2017-83-28; — 1b:é2?:3?; ott,0.84
IMG_1056,Fire Scene,smoke,1 smoke plume,2 EFA 16:28; ‘ai; Be a,0.89
IMG_1057,Fire Scene,smoke,1 smoke plume,2017-; Ay— 16:48:43,0.86
IMG_1058,Fire Scene,smoke,1 smoke plume,2017-03-20 EAR— 16:48:43; ah Se; hie,0.83
IMG_1059,Fire Scene,smoke,1 smoke plume,2017-93-20 =; 16:48:43; ah Se,0.83
IMG_1060,Fire Scene,smoke,1 smoke plume,2017-03-20 ES; Th -40:43; of teat,0.81
IMG_1061,Fire Scene,smoke,1 smoke plume,2017-03-28 EFA; = 16:48:43,0.91
IMG_1062,Fire Scene,smoke,1 smoke plume,"2017-03-20; a =; Sei,",0.92
IMG_1063,Fire Scene,smoke,1 smoke plume,2017-03-20 EAA— 16:48:47,0.79
IMG_1064,Fire Scene,smoke,1 smoke plume,2017-03-20 EAA— 16:52:2; Piece ao,0.81
IMG_1065,Fire Scene,smoke,1 smoke plume,2017-03-20; 16:54:11; + Pee ear,0.83
IMG_1066,Fire Scene,smoke,1 smoke plume,2017-09-28 EFA— 16:54:; wet; Sa t= it,0.87
IMG_1067,Fire Scene,smoke,1 smoke plume,Path Ws ad; a |; a =,0.8
IMG_1068,Fire Scene,smoke,1 smoke plume,2017-03-; Lae; age,0.76
IMG_1069,Fire Scene,smoke,1 smoke plume,ae.; uh BES,0.81
IMG_1070,Fire Scene,smoke,1 smoke plume,2017-03-; sie aa; ae ae,0.81
IMG_1071,Fire Scene,smoke,1 smoke plume,Py. 97:52:55,0.83
IMG_1072,Fire Scene,smoke,1 smoke plume,Py. 97:52:55; g's; nee,0.77
IMG_1073,Fire Scene,smoke,1 smoke plume,m2 Py. 97:52:55; . 2; aoe,0.77
IMG_1074,Fire Scene,smoke,1 smoke plume,m2 EPA. 97:52:55; . 2; aoe,0.8
IMG_1075,Fire Scene,smoke,1 smoke plume,ef Sey. 7552255; ago; E54,0.86
IMG_1076,Fire Scene,smoke,1 smoke plume,2017-03-28 FR— 16:48:40; bane,0.88
IMG_1077,Fire Scene,smoke,1 smoke plume,"2017-03-20 EAA— 16:48:40; atom, t; Tee",0.85
IMG_1078,Fire Scene,smoke,1 smoke plume,2017-03-20 FR— 16:48:41; [en he,0.85
IMG_1079,Fire Scene,smoke,1 smoke plume,2017-03-28; 16:48:43; FF),0.83
