Text_ID,Source,Raw_Text,Crime_Type,Location_Entity,Sentiment,Entities,Topic,Severity_Label,Tokens
TXT_058,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Some ppl are unfit to deserve s...",Disturbance,California,Negative,"DATE: Fri Jan 31, 429054988950581248, 252924667 | GPE: California",Other Crime,Medium,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_059,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Some ppl are unfit to deserve s...",Disturbance,California,Negative,"DATE: Fri Jan 31, 429054988950581248, 252924667 | GPE: California",Other Crime,Medium,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_060,CrimeReport / Kaggle,"{""lang"": ""in"", ""favorited"": false, ""truncated"": false, ""text"": ""Suburban Crime Log: 2-01 http://t.co/bCWfqPZo0W"", ""created_at"": ""Sat Feb 01 06:16:14 +...",Unknown,Toledo,Negative,"DATE: 24219183, 3823, 56783 | ORG: DDFFCC | GPE: Toledo | PERSON: Toledo Blade | LOC: Western Lake Erie",Public Disturbance,Low,"lang, favorited, false, truncated, false, text, suburban, crime, log, createdat"
TXT_061,CrimeReport / Kaggle,"{""lang"": ""in"", ""favorited"": false, ""truncated"": false, ""text"": ""Suburban Crime Log: 2-01 http://t.co/rf5vK5sh5X"", ""created_at"": ""Sat Feb 01 06:16:12 +...",Unknown,Toledo,Negative,"DATE: 2-01, 22127, 86811 | ORG: DDFFCC, NW OH & SE MI - http://t.co/bT6vcud5cS, Nabil | GPE: Toledo, OH | PERSON: Amy",Public Disturbance,Low,"lang, favorited, false, truncated, false, text, suburban, crime, log, createdat"
TXT_062,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""UPDATED: Big data: police given access to British army's crime-fighting software http:...",Disturbance,Unknown,Negative,DATE: 1585238262,Public Disturbance,Medium,"lang, en, favorited, false, truncated, false, text, updated, big, data"
TXT_063,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""#NRAadvice: Don\u2019t cooperat...",Unknown,Unknown,Negative,"PERSON: NRAadvice | DATE: Fri Jan 31, +0000 2014, 250386727",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_064,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Arunachal student death: Delhi Police files murder case, magisterial probe ordered - Z...",Robbery,Unknown,Negative,"DATE: 635735026, 2560 | ORG: Crime & corruption news, India &, Be Aware | PERSON: Safe",Murder / Homicide,High,"lang, en, favorited, false, truncated, false, text, arunachal, student, death"
TXT_065,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""What if instead of police dogs, there were giant man-sized police spiders.\n\nThere wo...",Unknown,California,Negative,"ORG: href=\""https://about.twitter.com, NEEEEERD | DATE: 595196840, 131516, 14225 | GPE: California",Other Crime,Low,"lang, en, favorited, false, truncated, false, text, instead, police, dogs"
TXT_066,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police investigating shooting i...",Assault,Pontchartrain Park,Negative,"GPE: Pontchartrain Park, New Orleans, LA | DATE: 14192680, 63699, 2095 | ORG: Times-Picayune",Public Disturbance,High,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_067,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police investigating shooting i...",Assault,Pontchartrain Park,Negative,"GPE: Pontchartrain Park, New Orleans, LA | DATE: 14192680, 63699, 2095 | ORG: Times-Picayune",Public Disturbance,High,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_068,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police investigating shooting in Pontchartrain Park http://t.co/JFassdU7iv"", ""created_...",Assault,Pontchartrain Park,Negative,"GPE: Pontchartrain Park, New Orleans, LA | DATE: 14192680, 63699, 2095 | ORG: Times-Picayune",Public Disturbance,High,"lang, en, favorited, false, truncated, false, text, police, investigating, shooting"
TXT_069,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Tip helps Clarksville police foil school shooting, CPD says http://t.co/69W4Bkxaf4"", ""...",Assault,Hopkinsville,Negative,"PERSON: Clarksville | ORG: CPD, The Kentucky New Era | DATE: 122575134, 1719, 131516 | GPE: Hopkinsville, Ky. | LOC: Pennyrile",Public Disturbance,High,"lang, en, favorited, false, truncated, false, text, tip, helps, clarksville"
TXT_070,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Simi Valley sees second-safest year on record: Police said Friday that Simi Valley's c...",Unknown,Simi Valley's,Negative,"DATE: Friday, 15964 | GPE: Simi Valley's, Ventura | PERSON: 05:12:06 | ORG: Ventura Journal",Road Accident / Vehicle Incident,Low,"lang, en, favorited, false, truncated, false, text, simi, valley, sees"
TXT_071,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police investigating shooting in Pontchartrain Park: Man shot in Gentilly neighborhood...",Assault,Pontchartrain Park,Negative,"GPE: Pontchartrain Park, United States of America | PERSON: Gentilly | DATE: Saturday, Jan. 31, 1417004570 | ORG: RSS",Murder / Homicide,High,"lang, en, favorited, false, truncated, false, text, police, investigating, shooting"
TXT_072,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Imagine if Police had giant pol...",Unknown,Mumbai,Negative,"DATE: Thu Jan 30, 390860562, 1593365 | GPE: Mumbai, India",Other Crime,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_073,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Behind teen\u2019s heroin overdose death, a troubling trend http://t.co/cxb8uv4giR"", ""...",Drug Offense,Unknown,Negative,"DATE: 252492159, 666666 | ORG: \u0438 \u043d\u0438\u043a\u043e\u0433\u0430 \u043d\u0435",Drug Related,Low,"lang, en, favorited, false, truncated, false, text, behind, heroin, overdose"
TXT_074,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police searching for victims in alleged child porn bust http://t.co/bFxRozE3FW"", ""crea...",Unknown,Hopkinsville,Negative,"DATE: +0000 2014, 122575134, 1719 | GPE: Hopkinsville, Ky. | ORG: The Kentucky New Era | LOC: Pennyrile",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, police, searching, victims"
TXT_075,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police investigating shooting in Pontchartrain Park http://t.co/BzP5fIOhAo"", ""created_...",Assault,Pontchartrain Park http://t.co/BzP5fIOhAo,Negative,"GPE: Pontchartrain Park http://t.co/BzP5fIOhAo, New Orleans, Louisiana | DATE: 1138025762, 3375 | ORG: The Times-Picayune",Public Disturbance,High,"lang, en, favorited, false, truncated, false, text, police, investigating, shooting"
TXT_076,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police: Drugs, definitions behind crime rise: The number of serious crimes reported to...",Drug Offense,Springfield,Negative,"GPE: Springfield, http://t.co/tCVzu6DkpA, MO | DATE: +0000 2014",Drug Related,Medium,"lang, en, favorited, false, truncated, false, text, police, drugs, definitions"
TXT_077,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""News-Leader: Police: Drugs, definitions behind crime rise http://t.co/F9w3NAuM2K"", ""cr...",Drug Offense,Springfield,Negative,"DATE: 17808958, 3213 | GPE: Springfield, MO | LOC: Ozarks | PERSON: Jonathan Groves | ORG: @grovesprof, Drury University",Drug Related,Medium,"lang, en, favorited, false, truncated, false, text, police, drugs, definitions"
TXT_078,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": "".@AngellicAribam Yes,hv spoken ...",Robbery,Delhi,Negative,"GPE: Delhi, Padrauna, Kushinagar | DATE: +0000 2014, 1032352716, 429321808207032320",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_079,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""West Yorkshire\u2019s police commissioner announces two per cent council tax hike: WES...",Unknown,West Yorkshire\u2019s,Negative,"GPE: West Yorkshire\u2019s, WEST Yorkshire\u2019s, Leeds | DATE: 19289, 1526",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, west, police, commissioner"
TXT_080,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""\""San Francisco police don\u2019t keep crime stats as well as #Oakland\"" http://t.co/I...",Unknown,"\""San Francisco",Negative,"GPE: \""San Francisco | DATE: 14345858, 1647, 1307 | PERSON: Oaklander | ORG: OUSD & Yonsei U.",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, san, francisco, police"
TXT_081,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Just heard a police detective s...",Unknown,Unknown,Negative,"DATE: 53421412, 5867",Other Crime,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_082,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""@stephgrain My response won't change from \""no comment.\"" If u have knowledge of a cri...",Unknown,Unknown,Negative,"DATE: 519130071, 429490132886892544, 429490875685556224 | ORG: Sister 2 @Da_True_BD &",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, response, wo, change"
TXT_083,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Drug Offense,Unknown,Negative,"DATE: 111094, 1544805674",Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_084,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Drug Offense,Unknown,Negative,DATE: 1606064910,Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_085,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Drug Offense,Unknown,Negative,"DATE: 555114117, 1325, 131516",Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_086,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Robbery,Nairobi,Negative,"DATE: 160930875, 352726, 10800 | GPE: Nairobi, Kenya | ORG: TeaParty, TeamJesus",Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_087,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Drug Offense,Unknown,Negative,DATE: 1056,Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_088,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Drug Offense,Unknown,Negative,"DATE: 6837, 1227",Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_089,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""McLean High School student\u2019s heroin overdose shows disturbing trend facing police...",Drug Offense,Bangkok,Negative,GPE: Bangkok,Drug Related,Low,"lang, en, favorited, false, truncated, false, text, mclean, high, school"
TXT_090,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Crime prevention education, animal control services &amp; house watch are just a few w...",Unknown,Ridgeland,Negative,"GPE: Ridgeland, Mississippi, Madison County | DATE: 1538",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, crime, prevention, education"
TXT_091,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""@Vote4AAP @AamAadmiParty @MSisodia&gt;RSS etc's Bigotry-Irrationality-Misogyny a Way o...",Unknown,India,Negative,"ORG: Bigotry-Irrationality-Misogyny, ""Aam Aadmi Party | DATE: 1339772964, 711694309, 30417501 | PERSON: Delhi NCR | GPE: India, California",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, gtrss, etc, way"
TXT_092,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""@pataz1 Her DNA was not found mixed all over the crime scene. Also Perugia's police al...",Unknown,Denver,Negative,"ORG: Perugia | DATE: 95328958, 429487406471860224, 429488616197193730 | PERSON: pat a. | GPE: Denver",Missing Person,Low,"lang, en, favorited, false, truncated, false, text, dna, found, mixed"
TXT_093,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Now: Greens Hansen Young says c...",Accident,Australia,Negative,"PERSON: Hansen Young, Ultimo | ORG: Mt Thomas, ABC | DATE: Fri Jan 31, Dec 22, +0000 2013 | GPE: Australia",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_094,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""2/2 Police will assist with injured animals when they are on a highway or where a crim...",Unknown,UK,Negative,"DATE: 980631042, 1037 | GPE: UK | ORG: the Rural Community, Rural, Wildlife and Environmental Crime",Road Accident / Vehicle Incident,Low,"lang, en, favorited, false, truncated, false, text, police, assist, injured"
TXT_095,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""@NoMoreDemocracy there's crime in it but no police or anything like that."", ""created_a...",Unknown,Unknown,Negative,"DATE: 2259351985, 429487679915319297, 429488126608678912 | ORG: AMC | PERSON: Chandler Riggs",Other Crime,Low,"lang, en, favorited, false, truncated, false, text, crime, police, anything"
TXT_096,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": "".@AngellicAribam Yes,hv spoken ...",Robbery,Delhi,Negative,"GPE: Delhi, Padrauna, Kushinagar | DATE: +0000 2014, 1032352716, 429321808207032320",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_097,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Heroin sold in McDonald's Happy Meals: Police http://t.co/4ZLnMPX3rc @bskousen we coul...",Drug Offense,Unknown,Negative,"PERSON: Heroin, Brendan Skousen | ORG: McDonald's Happy Meals: Police | DATE: 35901992, +0000 2013",Drug Related,Low,"lang, en, favorited, false, truncated, false, text, heroin, sold, mcdonald"
TXT_098,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Man sentenced for fraud: FLORENCE \u2014 A man who police said took advantage of a goo...",Unknown,Alabama,Positive,"ORG: FLORENCE \u2014, Samaritan, The Shoals, Alabama | DATE: 4788, 14546 | GPE: Alabama",Public Disturbance,Medium,"lang, en, favorited, false, truncated, false, text, man, sentenced, fraud"
TXT_099,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""#police #judgment #crime #court http://t.co/yXXZSpnmGO notes 6 #Laws You've Broken Wit...",Vandalism,UK,Negative,"DATE: +0000 2014, 352424255, 2835 | GPE: UK | ORG: Axioms-Incidents-Means, DM",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, notes, broken, without"
TXT_100,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": "".@AngellicAribam Yes,hv spoken ...",Robbery,Delhi,Negative,"GPE: Delhi, Padrauna, Kushinagar | DATE: +0000 2014, 1032352716, 429321808207032320",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_101,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""#NRAadvice: Don\u2019t cooperat...",Unknown,Unknown,Negative,"PERSON: NRAadvice | DATE: Fri Jan 31, +0000 2014, 250386727",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_102,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": "".@AngellicAribam Yes,hv spoken ...",Robbery,Delhi,Negative,"GPE: Delhi, Padrauna, Kushinagar | DATE: +0000 2014, 1032352716, 429321808207032320",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_103,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Baby Boy Death:  3 Arrested Over Murder http://t.co/rVZCBbtAEi #News #Crime #Police #P...",Murder,United Kingdom,Negative,"DATE: 2003, +0000 2010, 1141 | GPE: United Kingdom",Murder / Homicide,High,"lang, en, favorited, false, truncated, false, text, baby, boy, death"
TXT_104,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Richland: Police: Convicted chi...",Fire / Arson,Unknown,Negative,"ORG: Richland | DATE: 15859498, 3359, 17553",Fire / Arson,High,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_105,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""French police arrest the man wh...",Unknown,Unknown,Negative,"DATE: Fri Jan 31, +0000 2014, 464019272",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_106,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Richland: Police: Convicted chi...",Fire / Arson,Unknown,Negative,"ORG: Richland | DATE: 15859498, 3359, 17553",Fire / Arson,High,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_107,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""I uploaded a new track, \""Lying...",Unknown,Unknown,Negative,"PERSON: baltimore, James MacArthur | ORG: DDFFCC, MacArthur Institute Center For Advanced Analysis & Critical Comparison | DATE: daily",Other Crime,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_108,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""So AAP will continue to cry fou...",Unknown,Delhi,Negative,"GPE: Delhi | DATE: Fri Jan 31, +0000 2014, 318201824",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_109,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""BREAKING NEWS: Judge\u2019s rul...",Unknown,Washington,Negative,"ORG: Badger Guns, href=\""https://about.twitter.com | DATE: Thu Jan 30, 17570, 20285C | GPE: Washington, D.C., America",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_110,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Driver blows over legal limit http://t.co/PvczzPY7EB\n #crime #Police #WestPerth"", ""cr...",Unknown,Unknown,Negative,"DATE: +0000 2014, Tue Jan 21, 2302233864",Road Accident / Vehicle Incident,Low,"lang, en, favorited, false, truncated, false, text, driver, blows, legal"
TXT_111,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""BREAKING NEWS: Judge\u2019s rul...",Unknown,Washington,Negative,"ORG: Badger Guns, href=\""https://about.twitter.com | DATE: Thu Jan 30, 17570, 20285C | GPE: Washington, D.C., America",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_112,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Police news: Billboards tout an...",Unknown,Flint,Negative,"ORG: Hamady, Latest News, Entertainment, Sports and Community Voices | DATE: 9762482, 9621, 2757 | GPE: Flint, Michigan, USA",Public Disturbance,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_113,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""retweeted_status"": {""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Just heard a police detective s...",Drug Offense,Unknown,Negative,"DATE: 53421412, 5867",Other Crime,Low,"lang, en, favorited, false, retweetedstatus, lang, en, favorited, false, truncated"
TXT_114,CrimeReport / Kaggle,"{""lang"": ""en"", ""favorited"": false, ""truncated"": false, ""text"": ""Wyoming Highway Patrol mourns loss of K-9 unit - Casper Star-Tribune Online http://t.c...",Unknown,Unknown,Negative,"ORG: K-9, Casper Star-Tribune Online http://t.co/w4Iagyh5sx | PERSON: PoliceNews, Admin | DATE: 220260558, 3550, 199451",Public Disturbance,Low,"lang, en, favorited, false, truncated, false, text, wyoming, highway, patrol"
