Call_ID,Full_Text
C355,"I'll say what's going on, he said I want to help Brown. He's on Brown, she's in the floor now. Okay, may I..."
C356,I just shot my mother in my... You shot your mother?
C357,I just witnessed a shooting on third Avenue in Nickers. Third in Nickers and how many minutes.
C358,Oh my God! I'm not so lucky! You're right now! We used to talk about lightning! And my boyfriend was...
C359,We have an aircraft declaring an emergency is going to land on the beach at Venice. Close to the airport. I'm not sure it got...
C360,"No, I think someone's in. David, you hear the front door? I'm hearing no lights, the door's."
C361,we heard looked in the garage door was up and i thought the gentleman was backing up and went back
C362,We've been beating. It's the family daughter. I'm bleeding.
C363,I have a gun range officer that got shot in the head. We're at a... Samture's point.
C364,"I need 10 minutes right now for you. Okay, let's be a drag."
C365,We go up to this lady she laying in the road. I think she would get by a car. Okay. I got ahead injury. Oh
C366,"I'm going to ruin the way I'm at. But my line looks like this guy robbed and he got shot. Okay, fun."
C367,She cut me who cut you there's no no hold on
C368,Please have me try to get my house. What are they doing? They tied my fund door and my schedule are now.
C369,"There's been a shooting, I just shot a man attack. We'll make a stop. OK, sir. If he enters."
C370,"I love me, I just love you more. Are you at a house? For a house?"
C371,"Yes, man, I just shot my doider and shot all my grandkids."
C372,Because I'm not my way to work on North Sound on Redwood Road.
C373,"¡Ahhh! ¡Esto es eso! ¡Ay, un buen! ¡Cuál es la emergencia!"
C374,I got arrived from 21 to what's he's so cold? My 35 travels.
C375,"And there was a guy and there was a pistol and I was falling fake, but he's like pointed at everybody."
C376,"I'll shut my husband and shut me, so we'll shut to me. Okay, hold on for me. Okay."
C377,"I'm sorry, there's a situation here. We have residents that I think they stole a car."
C378,I'm in a glory in a race where it's where I go away.
C379,I think it's murder. What makes you think that? Because...
C380,"Um, I don't know if my husband had eyes rolling back. He's just not breathing."
C381,I'm out here right now and I lost my keys in my car. Is there any way that someone can come out here?
C382,It's not an emergency. The only way I know how to get in touch with this woman is
C383,What's going on there? Let's see what's going on there.
C384,"Now, one, one, where's your emergency?"
C385,"Same. I hear you, br-"
C386,"I'm sorry, but the fireworks bill on. I'm sorry, you cannot call 911 for that."
C387,I just received a call a few minutes ago from one of our VPs who states that he's up.
C388,If the Digman hit the park at 31st Avenue in Valmont.
C389,It's a yes. Yes. The boys are here. Just a doubt. Let me have you. Ma'am. Ma'am.
C390,There has been four gunshots. Close to the second. And it is in the middle.
C391,I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.
C392,"We just found the body of a baby, my grandson."
C393,I would have brought behind him and his brother along with me and I called down there because I was feeling this.
C394,This is our scouting utility emergency dispatch. We found a human skull. Oh my gosh.
C395,I need a police to come to my
C396,"Yes, no, I want to report a drug overdose."
C397,"Hello? Hello, my dad and my uncle just got shot. Okay. Oh my god, I don't like that. Two people shot at this time."
C398,on the side of the guide. And you can tell my little foot in there now. OK. Can you tell us?
C399,"My brother, he was playing like with his gun."
C400,My brother is counting. Where are you at? I'm at the...
C401,"My guy, my girlfriend is yesterday. Calm down, sir. Is she still breathing?"
C402,"We have a gunshot wound accidental in the household. Okay, how old?"
C403,"Somebody just, somebody just take him in my house. What did he hit her in the head with? I have not. I don't want-"
C404,There's a cleaning out of Rockville Road at 9.6.9.
C405,"I don't know what this kid has done, and she's like going into a theater or something. And I don't know. Now just keep on..."
C406,"I got my gun out. There's somebody trying to get in my house. Okay, alright, let's go."
C407,"emergency. 5-001, there's man, we'll be done. 5-001."
C408,I can't hear you scream and I can't...
C409,"We're having a baby or in Boulder Creek. We need to get the shutter. Okay, what's the problem? Some exact what happened."
C410,Where's your emergency? I'll get a fire. Super-agore is following twig. Hold on just a second. Slow down. What's the address?
C411,"I just came home, the door was busted in and my girlfriend's been shot."
C412,"It just crashed into the Hudson River, a US Air."
C413,I have the car. He just didn't get him. It was screaming at each other. This is a hot car. Okay.
C414,"I've got a burglar. A burglar. Yes, ma'am. In the burglar."
C415,The baby's not playing me on this. It's a damn baby highlands avenue. 12 baby highlands highlands.
C416,Can I help you? Certainly. A couple of people who have picked over in the Great Salt Lake have got them on the line.
C417,"No, I'm lonely. I'm lonely. Just broken into a house where I'm lonely. Please help us. That's what my life is in half now."
C418,My mouth is in the bathroom and in the tea cups.
C419,"I'm coming here to buy something. I've listened to this. When I get there, I'm in the window."
C420,"Yeah, I was trying to find out if I knew to bring like any chick stoops or a"
C421,"I see some activity going on in the car and I don't think it's proper. Okay, what kind of activity is it, sir? It looks like..."
C422,This is emergency 911 emergency. 340 soil.
C423,You said we dropped your store apart. Someone what? We just dropped your store apart.
C424,floor. You'll be on the floor. She'll be on the floor. Okay. I'm going to tell you how to help deliver the baby. Okay.
C425,What's the problem? What's the problem there?
C426,It does crash. What? A plane crashed on 17th and Lincoln in houses.
C427,like gunshots being fired. Okay. I don't know where they're coming from. It was two days.
C428,"My girlfriend, she has a sex boyfriend and she's been talking to hell out of her. Okay, just talking out there."
C429,We just got a cry that somebody had shot somebody in a health diagnosis.
C430,"We've missed all the kidnaps in the night. Thank you, thank you. Who is kidnapped?"
C431,"of gentlemen in the center room, and the instrument, you change the room. A bank of pot fell out of this room."
C432,"If I have been to the same thing, I will be open to the 14th, 2000, definitely a gas at a time zero."
C433,"The man lying on the highway. He's lying down at the edge of the earth, but on his arm."
C434,"I want to talk, I want to talk, into my mouth, into my heart, my heart, my heart."
C435,I am. My uncle's job is to put a knee snack in his girlfriend's back and I am picked here. What? I am picked.
C436,I ordered a Pinchy Chicken Leget with a small bite as...
C437,"Somebody just, somebody just, and I'm gonna send a call to the police. I'm gonna be there's all on each day. Somebody just,"
C438,"Help me. Okay, what's up, honey? My son isn't at least. I'm doing crazy."
C439,He'll let me cop a bean on quickClintus to move through the whole room Even shine with shame
C440,Brian Chessens at 7-1-Bot-Glorm Circle and he is wrestling us to get in my house.
C441,"Yeah, I think it's least like that on my head. Yeah, man. We just got we just call it to boys breaking in our call"
C442,Somebody walk into our house last night. I don't know.
C443,My ass bloopers is staring at the hell out of me It's stopping in my head and my neck and my...
C444,"My partner's on fire, he can't. Err! Okay, stay on the line with me, don't hang out. No, please!"
C445,I don't want Marge and Martin to stay. Help! It's a guy's coming! I can take him and go!
C446,"I think he had a parachute on him, a guy parachute."
C447,"What's the problem there? There's a fire on pregnant. There's a fire at home? Yes, please come. OK, get outside."
C448,Why would the pan cut me? I need assistance right away. What happened? My wife has now
C449,I have a concern for a co-worker. She just called me and sounded very...
C450,"A white female passenger pass out on one of our vehicles, which is 21-22."
C451,"Hello, um, he's going down to the black way with my baby. Okay, where are you?"
C452,I'm going to turn this to the 258 from here. I'm going to turn the 258 from here.
C453,"I don't know. There's a lady laying out here on the side wall. Okay, bleeding. Okay. Are you with the lady?"
C454,"Hi, my name is Jean Thomas. I'm watching my home on live monitor and there's a black man in my house and he's robbing it."
C455,"I'm going to start giving him out the lobby for any black. Miss, yes, General, I know it's where you with him now."
C456,There is a strange man outside our home and he hollered.
C457,
C458,My wife says in the bathroom she is bleeding all over the place. She thinks she's having a...
C459,"and since May 8th, we've just got robbed. Okay, what they look like."
C460,We've got a person here who is not fit to drive and needs to be taken to that system.
C461,"because I'm the lady, I'm my teenage lady, she was yelling for help, and they looked like she had a blood all over her."
C462,"There's somebody killed someone. Okay, ask for where the suspect is."
C463,911.... We're at...
C464,"And easy and good shots of blood fire There, go against the middle of the high east"
C465,I need an ambulance for two hours. Somebody just come and collect you up. What a drug.
C466,units know that it is confirmed rotation on the ground. Just want to roll our house off for five. Bring clean.
C467,way into the north I've seen a funnel cloud just reporting my firstailing.
C468,We just got in the tornado and the car slipped and the windows mercy and we're bleeding.
C469,I told you this came across there say 24 okay. Yeah
C470,"Yeah, I have a rotating cloud coming in a southwest of Regis, as far as me."
C471,"Yes, it looks like we're gonna touch down on broad moral. Are you hard car? No, I'm looking at"
C472,"No, ma'am, we can see a tornado. We're at 914, Hillcrest. We have about five of us all."
C473,"My mom, she's sick and she can't wait to see you. She can't wait, God."
C474,I'm so glad we need the wheels to the car. She ran over three people in a row. Where? I'm so glad we're here again.
C475,Where is the guy with the gun in the case he's with Ames? Which case is the Lincoln Y1?
C476,I'm just kidding the sounds of it. You can hear it in. Who is that? That's the course to be in that style.
C477,
C478,"My phone is on my phone. Okay, 615. It's okay."
C479,"and then warrant. There's a fire back here at someone's front porch. Okay, where you need the fire department, ma'am?"
C480,We just saw a big airliner just being coated by two five planes.
C481,"So where will we have a revet? Okay, thank you."
C482,emergency. Oh that's the F18 chasing a big commercial plane around and around all those downtown
C483,"Yeah, I had two unusual aircraft fly really close."
C484,I'm the designer of the house and I'm really just a robber. What are your address? My name is...
C485,by the river the dog jumped in the water and we can't get out. Oh my god!
C486,"Just let me just walk up and then we'll settle down and drop. Okay, sir, stay with me, okay?"
C487,"If not, I'm calling from the Sheraton Baltimore North. Yes sir. We have a dead body in one of our rooms."
C488,because they just jumped my 13 year old daughter and it's about to be all hell for a glimmer on.
C489,We got off for damn. What do you mean you have an off? We don't have a whole bunch of officers down.
C490,Женяа Мouble
C491,"You know, Lyleview's shut down. You heard what? I seen a Lyleview's quiet down."
C492,It's too late. And the high winds have the...
C493,"We had a dead body right out in front of our school in the grass area, but we're at the John Fee door to be John's in location."
C494,
C495,"If the address is 1160 Ray Road, we have a baby missing out of a crib."
C496,I just called over to my sister's house and I have a phone.
C497,The phone man following me from the application. Damn. Did he show the gun to you?
C498,Somebody just came in and shot my daughter and my husband. They shot them? They shot them? What's your act?
C499,I'm watching TV and I heard five shots and there's someone laying in my front yard. A woman's sitter.
C500,I just killed my family. What's the knife? All of them. All for real. What's your name? Michael Miller.
C501,My mom's oxidative is my empty brain Her fever where are you? not anapsadidation
C502,I'm not going to be a police fire ambulance. I need to be a police comm. I'm a brother strong and he took out a knife. Police.
C503,I'm pulled over in the road. My husband's in the middle of the road having a serious like psych...
C504,"Well, my husband's not, I cannot seem to wake him up."
C505,"Now listen here. I've got two people here help hospital, right? Okay. Now you know what?"
C506,see. Bargur was breaking into a house next door. What's the address there sir? 74.
C507,"Our state, we have a Burmese python, it's about 12 foot long, she got out of the cage last night and got into..."
C508,"We were just said and talking my wife, you know Bob, and then she fell on the floor. Okay, what?"
C509,"I don't want to go. Hey, just before I made a street up here by Wild Rock chasing us. Where are you at?"
C510,It's a must've been shot. I haven't picked the vitals.
C511,There's a guy there with a gun. Yeah. Black and white. Black and white.
C512,"went to add some guys walking around a parking lot, looking for some guys that are gone. I think it's worth a bit more time. Tell me in the address please."
C513,"Yeah, the man on the phone says there's a man on his property with a gun. Okay, and that's where the person is supposed to be too."
C514,I just been bitten by a red tail fox up in Red Reef Park.
C515,"Yes. We had a, I think, a shooting right now on the bus barn on the high school."
C516,"out, not working. Not working. My babies are in there. Oh my God, I'm moved here."
C517,Somebody just came in and shot my daughter and my husband. They shot them. Please send me a check. I love my girl.
C518,is not breathing. Okay. Is there any way you can
C519,What do I think? I think I need an ambulance. I've got a teenager who's turning purple in his face. I think he's soaked out or something.
C520,"Yeah, there's been a bunch of guns out to my house. I think a bunch of people were shot. We're at 2112 views."
C521,"estoy hablando aquí el chico de la mongos si, que pasa están unos hombres"
C522,Inside everyone in
C523,And it's like I just tried to get out of this car. I got out of this car and he tried to get in my truck.
C524,"Somebody has been shot. They're calling to please and an ambulance. Yes, does he want the horseshoe? Yes, what?"
C525,I'm just having older women standing here and she had noticed two gentlemen trying to get in a house.
C526,"superintendent, part 2, thank you."
C527,I have been in the news recently about being on in a hotel naked.
C528,There's an armed robbery going right on right now. I've been shot in the back and I'm bleeding. You've been shot in the back? Yes. OK.
C529,"And yes, my friends have to have me. He doesn't have to. He'll have to."
C530,Hope all is well.
C531,"emergency, my girlfriend just jumped off the back of our hotel room."
C532,"Yes, other guys been shot. Okay, right here on Burdenon Avenue. I want to see if the M1"
C533,"No, there's people trying to break in my house. Okay, they're there right now. They're here right now. They just spoke a basement window."
C534,"Alright, I killed my girlfriend. Excuse me? Did you hear me? I want you to re-"
C535,three black men in the middle of Russell Boulevard and one of them has like a
C536,"it was a bus. Let me see. Okay, I'm right. Yeah. It's wrapped by one..."
C537,"And with the already got somebody on the way, can you give me any kind of description? It's too black guys."
C538,There are three black gentlemen that are there harassing the women out there.
C539,"I was at a McDonald's, I paid $10 and these guys gave me one burger and a five."
C540,I gave you guys $10 they gave me one burger and a fry and told me to fuck.
C541,I've been run over. I've been run over. They all use real chat for...
C542,"Yes, my husband is a black man, I stabbed him. Okay, what's your address? 94 95 Stabber."
C543,I'm driving and I have somebody chasing me and they just hit my car.
C544,"I'm gonna go to my son, he's here. He's here. I think he's drunk. I don't know if he has to go to my police."
C545,"Well, I'm the arm drum now, I'm just trying to figure out the thing when you hit."
C546,Why do I think we have to make this shit worth a matter? I'm at the court.
C547,I have a concern for a co-worker. She just called me and sounded very...
C548,"I just think, he's called family, he's dead. He's trying to hysterical, I can't understand. I'm having a ton of over this."
C549,"That being fired in so many things, how? So I'm finshada. Yeah, you can slide there over."
C550,Someone is getting my house. It was an issue.
C551,I just saw a guy go into a room.
C552,I'm sorry.
C553,"Just been shot in front of my parents. You've been shot? Yes, right. Where have you been shot at? To the end of my leg."
C554,"Yes, the guy is following us with shotgun and he's trying to run us off the road. There you are. We're standing..."
C555,"Somebody just broke into our house. With the address, Kevin, to me. With the address, I shot him. You shot him?"
C556,"I just got my daughters and my children. You just did a lot of it? Got my daughters? Yes, got them."
C557,Which two people in the house? Do they have weapons? Huh? Yes. What type of...
C558,"Hi, my name is Stephen Rodwald and I just heard a shoot my dad."
C559,The baby was fully seeing the mother I had.
C560,My name is Stacy and I'm driving towards Ontario and a car went off into me at my marker 22
C561,I just can't get him sex with a window. Is anybody hurting your house? I don't know yet.
C562,Two people are breathing towards no call. Yes.
C563,"What's going on? I don't know. Somebody broke the window I know. And your house or your car? Ah, smart."
C564,"there are two men who was going to try to kill me. They have my husband on the floor. He's bleeding. All right, what is he?"
C565,"Hey, the sprawler has taken a very good death trail. Yeah, people enjoy it. So, so, so."
C566,"and there were some kids over there, just one other kid, little fire and another kid in. Oh God."
C567,The little boy just called on fire and he jumped off the other swimming car. What's the address?
C568,I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.
C569,"right now. She just gone and I need him out. Is this house? Okay, what do you mean, she would be in the end?"
C570,I just killed my boss. You just did what?
C571,"Yeah, I have a black guy in here. He says he's gonna wrap the store and anyone is supposed to give him He says he has a gun on him"
C572,Hello. I need to raise up to you. Please come on in.
C573,"Please. Thank you, sir. Thank you. Good afternoon. Good afternoon. May I?"
C574,I have so many people are shooting and people are running out of my building at work.
C575,"Yes, ma'am, I'm having a shot. BEEP BEEP"
C576,Or Nothing is going to keep you as a different from the other right now? Take your time to talk to everyone that is more able to read Obi Wan.
C577,I'm bringing the key to the master right now. I work at 3 Bay and a couple of the ladies that work there just ran down here.
C578,We were closing the store and the guy came in with a mask on and I think...
C579,"I'm not sorry, my neighbor came. And now she said her husband said, the baby, I'll fire. I don't know, the lady."
C580,He will just throw in my neighbor's house. Just the address. What's the address?
C581,I think I got shot. Danny Sriper 4203 Lake Avenue with Fumbi.
C582,Thank youfilberg so the
C583,"Your mommy's sick. If your mommy's sick, does she need an ambulance? Mommy."
C584,I woke up this morning and my daughter was not in the house. I don't know if she walked out. I don't know.
C585,What's going on man?
C586,I just killed my daughter. You what? I just killed my daughter.
C587,"I'm a literacy expert. Man, man, man, man, man, man, calm down."
C588,I need to unambient quickly and out of fire fire in commission
C589,The house is on fire. The house is blowing up. Can you guys can listen? We've already got a call. Is it on a line?
C590,There's a man at my back door he's trying to get in.
C591,"Не, не, не к dunkу!"
C592,His friends are his friends because it's one of the things I don't know.
C593,"left heading south on 9.51. Yeah, it's a fairly new model truck. Looks like a Dodger afford."
C594,"We've found an elephant walking down the street near the community center, the rate 20."
C595,"Oh, I was coming to pass out. Is there anything else? I was coming to pass out."
C596,I think I know why you could follow me home because somebody thinks it feels a big I can't drive home straight.
C597,"radio light happened in the lobby with the gun. All right. Is everybody okay? Everybody away from them? Oh, yeah."
C598,"Can we meet police assistance for this? Okay, what's going on?"
C599,My mom and her boyfriend and her boyfriend felt marijuana.
C600,"I accidentally shot my husband. You accidentally shot your husband? Yes. OK, is he breathing?"
C601,
C602,"Uh, these came up to visit all of the home fathers. Uh-huh. And I think they were lovely to see them."
C603,I'm going to cost him a gunpoint and the 3400 block to highway drive southeast.
C604,I need to tell a few minutes to start shooting. I don't know where I'm at. One winter is dropping. The birds are falling.
C605,We got a baby that's not responsible. We're at 3301 West Noelle Drive.
C606,I'm going to return air cream. Just went down off of Encona. And airplane.
C607,"I'm not in any danger right now, but it's all my urgent. These people, they came through my door."
C608,I might just call it the potential robbery and my mother's been missing for... I don't know.
C609,Ok my dad does not expect you to do it Ok
C610,"I went off the road, I'm in a retention pond right now. You're in the retention pond? Yeah. Okay."
C611,your emergency? I've got a gentleman in quarantine with a gun. I need someone here right now. I'm the storm manager.
C612,I need a phyllo-prove laser for a computer officer to my house.
C613,"sake if you need help, any further attention , Mill and Police Provost For explorer Oedists mantle"
C614,She's shooting at her! Come to the fucking house! That's not the way!
C615,"I just killed my kids. What's your name, male? Julia Murray. What is it?"
C616,"I'm not going to try to jump the other way, I'm going to go. And I'm trying to act like I can't hear you."
C617,the building on 334 south of 8 quarters on fire. Report of a house fire house fire.
C618,"there's a house on fire. There's a house on fire. 30, 30, 30, 38."
C619,"I think there's been a murder. Okay, and where is the person at? Is the victim?"
C620,"Dude, beau. Oh, no, you're not perm-лек-pp , then. You're not abdominal, far more. Wooo."
C621,There's a fight broke out in the liquor store. There's a customer holding him back. You guys need to...
C622,"your husband shot you at, man. Remember stomachs. Okay, worse."
C623,I've got a black man here who's supposed to come out of house. Repanded.
C624,We have a trainer in the water with one of our whales. The whale that's set up to be in the water with? Okay.
C625,"There's some car, there's some guy, there's gonna be a way more than that. Can you close?"
C626,"I think the house will fire. Okay, with me, and we are is it? One, two, two, one, eight."
C627,"Yes, you're big. You just wanted to go back. I don't know where you are."
C628,"Yeah, I just killed somebody. You what? I just killed somebody. You killed somebody? Yeah."
C629,"shots, cooperate with the public. do it all right, arm and back."
C630,"Orn Cavenday, there's somebody shot somebody in the store. Okay, orn Cavenday, where?"
C631,the media leaders that died with a knife for me. Brown token. Don't threaten me.
C632,"Okay, is that a single family home or an apartment man?"
C633,"My point goes shot. Alright, Santa, I want to come in with you. Are you over there, Lesky?"
C634,"don't worry Nyda second car, now drop drop drop drop the fool or they're suingl I didn't the"
C635,I don't have money to buy a ticket. I don't have money.
C636,or there's none. This is my one one. Do you need police or medical...
C637,"Yes, they are killing so we have pardoned."
C638,"Hey, I got her, I got an audio. Seminole with the transistor. Okay, pull it. Okay, I'm in the middle."
C639,"I'm not a mom or a guy shot. What? I'm not a man, I'm not a guy shot. Bye, who?"
C640,There's been an explosion on I 30 on I'm sorry 183 research. I'm gonna test you. I'm at
C641,"Okay, what kind of plane was it? How big was it, sir? It looked like a desna, like a prop plane."
C642,"No, it's worth everything I'm getting ready to kill somebody. No, it's worth where? Everton. Everton?"
C643,be interrupted by consumption of time smoked and 41 정도로吵到
C644,I just saw my best friend on the X-E-Santz. Oh my god! I just shot your best friend. How did- where did-
C645,"And it's what I already saw with me. Okay, how cool. Hey, buddy. Hey, buddy."
C646,"My dad told me my duck. Her, her dad."
C647,I went out broke. I hope she was not back and I was getting her in. Should have been like-
C648,"Hey, guys, I just saw a Godfly, two shots after a..."
C649,I can't see anything. I was struck with a bottle. And I'm a freak.
C650,are you
C651,We had someone come in and asked for dial 911 that there's a woman yelling.
C652,"Okay, it's a mind. Ma'am? Yes. What's the emergency? I..."
C653,There's someone at my door and he keeps on knocking on the door and he tried opening it.
C654,I just killed my children. Excuse me? I just killed my children. Where are you?
C655,I have ordered food which is totally ridiculous you can get.
C656,It sounded like gunshot behind the door. We were in the door at the title store.
C657,This is an emergency. My car is in the litter right off the street. Mullins car.
C658,I make sure to report gun shot wound. Someone gun shot wound.
C659,"Okay, I got her a female shot 17831, someone had a new apartment and..."
C660,I just came home in my girlfriend and my mother somebody worked at the moment where I had a simple ad-
C661,Okay.
C662,my brother killed my brother. I heard this street name but you're going outside in somewhere a second.
C663,"There's a guy laying on the road he's leaving. OK, man, I'm going to even hit by a car. I'm going to get started. I don't know."
C664,I can't find my son. Calm down. What is your address?
C665,I killed my boat kids. I'm sorry? I killed my boat kids. They are dying. I...
C666,Is there a report of somebody shooting? I don't know where. Do you know if anybody's heard right now? Yeah.
C667,Where's your emergency? There's a gunshot. We're at. Gunshot in 1600. 1600.
C668,"Who are at our house and told us to break into our house? Okay, where's your mom at? She got-"
C669,Hello sir. Yeah. Did you dial 911 a little while ago?
C670,The shoot over in the main center. That's why you serve. I'm in the building.
C671,There are bees like hundreds swarming around a guy who can't get up off the ground thousand.
C672,20 feet underwater. There! We need to get out here! Out of here! 9-1!
C673,And so we get fit What is that? Vyremal What kind of animal is that?
C674,"I didn't mean it's gonna be right down. Alright, we will ask her this."
C675,One of the kids was at the first holiday on the day and I don't know if she's okay enough.
C676,"The fight, man, it's smoking out, man. You think Green Park and Dogwood?"
C677,She's not waking up. Okay. What's her address?
C678,"Indeed, it is. Yeah. Huh? Let's go. Oh! These people are medical errors."
C679,"I just shot the Mormons Bishop over here until they're here. You did? Yes, it is. Your name?"
C680,And this guy has a gun in my hat. I need the cloth. The God's got a gun in my hand. 17.
C681,for at least four or five people to part at the end. That's where. This is where...
C682,"I'm going to start with the exact same rules. By a loose, okay? And if he conscious and breathing,"
C683,"Yeah, we just, I need to report a kidnapping. We're kidnapping, what happened? A guy in a..."
C684,"Hi, I called a little while ago and believe I talked to Stacy. My..."
C685,emergency.
C686,"Yes, ma'am. I need somebody to come to Penicry, Glendon. Okay."
C687,My name is Mary Lyons. I'm the Banking Center Manager at Bank of America at 185 Highland
C688,"You mean some reason to ask her on my mom? Yeah, I don't even, she just called."
C689,This is the hospital. Where am I at? On that dog's office. They're shooting in the hallway around the eighth floor of their shooter.
C690,The old North Shore Road and my husband's been attacked by a bear.
C691,"Somebody somebody's full of them is our shoe and they're not shot by two pieces. Okay, we're getting some up up."
C692,"Oh my god, the fire! So now, it's the level where I'm inside."
C693,"on 23rd grade. This is Tony Guzman, I'm a staffer and he was overheaded towards."
C694,"high, a little airplane, a little one-engine airplane took off from the airport at 83rd Street in Christ."
C695,"I'm sorry. Good outdoor. Good things. Yes, ma'am. Yes, ma'am."
C696,Hello. Is everything okay? Ah.
C697,"Okay, what do you need to believe?"
C698,"Yes, I need the police please, as my house. Glad to. I think we need an ambulance."
C699,Okay. We need a person back in the meat department to get an in.
C700,What do you need? You need the police?
C701,"Somebody go into my house. Where the hell is that? What's your address? Yeah, but..."
C702,"We just got a lot to come upon. It's gonna come here with a gun, shot one of our employees, and uh..."
C703,Uh...
C704,"Oh, my mind's at the doctor. You're not at the doctor. Are you there alone?"
C705,"I'm the one who wanted this to show right now. She got me in the blue, she's down in the white area."
C706,"Oh, there's a student. Who's been shot, man?"
C707,"Yes, I need a police officer over here. What's going on? Um..."
